Tweet,Date,Retweets,,,,
If you expect #MAGA voters to cheer for a conjob tax plan that hurts them but makes you $1B richer #ThenYouMightBeMe ,Sun Oct 01 03:11:05 +0000 2017,23,,,,
"After resting up at my golf course, I will travel to Puerto Rico with Melania on Tuesday. Hats will be $40. Cash only. No refunds.",Sun Oct 01 00:16:31 +0000 2017,446,,,,
"The rules Javanka broke were established &amp; made to be followed in order to preserve democracy."" So no biggie","right? """,Sat Sep 30 22:23:29 +0000 2017,21,,,
"To the people of Puerto Rico:
Do not believe the #FakeNews or your own eyes!
Trust only my tweets!
Don't touch me on Tuesday.
#PRStrong🇵🇷",Sat Sep 30 21:11:11 +0000 2017,152,,,,
Except for the times they're so industrious they steal jobs from hard-working Americans! #bothsides ,Sat Sep 30 20:47:02 +0000 2017,34,,,,
It's a #riggedsystem! LOL ,Sat Sep 30 20:42:38 +0000 2017,12,,,,
FAKE NEWS! Everything is awesome! I'm doing a great job! ,Sat Sep 30 20:06:11 +0000 2017,24,,,,
"#SNL, which is nastier to me than San Juan's Mayor, is back tonight w/Jay-Z &amp; @RyanGosling. We must ban Canadians! ",Sat Sep 30 19:28:15 +0000 2017,16,,,,
Priorities. ,Sat Sep 30 19:16:30 +0000 2017,40,,,,
It's a failure of leadership! ,Sat Sep 30 18:38:06 +0000 2017,38,,,,
When you think of a good tweet but you don't want to step on the last one too soon. ,Sat Sep 30 18:16:20 +0000 2017,13,,,,
"I could let Mnuchin fly a government plane to see the eclipse, give him a $100M tax break and still not lose voters! ",Sat Sep 30 17:25:07 +0000 2017,51,,,,
"The back channel was too complicated, so we let them in the front door! #TrumpRussia ",Sat Sep 30 16:54:59 +0000 2017,25,,,,
The people of Puerto Rico want everything done for them! How dare the San Juan Mayor criticize me! Nasty Woman! ,Sat Sep 30 15:18:07 +0000 2017,412,,,,
... weekend for 4 days. Weather was great! And this weekend I'm trying to sneak in 36 more holes. I'll get to #PuertoRico soon! Big water!,Sat Sep 30 13:51:34 +0000 2017,24,,,,
... and then I had my big GOP fundraiser to go to... some people paid $250k for access. Couldn't let them down! And then I had golf last...,Sat Sep 30 13:50:11 +0000 2017,18,,,,
The Mayor of San Juan is so Nasty! I've been busy campaigning in Alabama and feuding with the blacks in the NFL and Stephanie and LeBron...,Sat Sep 30 13:48:47 +0000 2017,60,,,,
It's really hard to help Puerto Rico. Did you know it's surrounded by water? Big water. Ocean water. Barron showed me in his geography book.,Sat Sep 30 11:13:28 +0000 2017,175,,,,
If I can sell this to the #MAGA crowd it will be my most spectacular con since Trump University! ,Sat Sep 30 10:35:07 +0000 2017,44,,,,
David Shulkin is very focused on fixing the VA--you can get a lot done during the game breaks at Wimbledon! ,Sat Sep 30 04:33:58 +0000 2017,41,,,,
Eric forgot to mention in it on #Hannityat9 but a YUGE thank you for the $300K you taxpayers spent on his ski vacay! ,Sat Sep 30 03:18:05 +0000 2017,48,,,,
We're doing an incredible in #PuertoRico considering I totally ignored the problem during my 4-day golf vacation! ,Sat Sep 30 02:57:14 +0000 2017,18,,,,
I know more about pretending things are going great in Puerto Rico than the Generals do. ,Sat Sep 30 02:52:38 +0000 2017,49,,,,
Everything's going great. Everybody's said it's amazing the job we're doing. We're doing really well! #PuertoRico ,Sat Sep 30 01:40:11 +0000 2017,70,,,,
Tom Price abused the use of taxpayer funds! I just hope the Secret Service has enough cash to pay for this weekend's golf cart rentals!,Fri Sep 29 21:48:31 +0000 2017,54,,,,
I'm getting great reviews for the way I've bungled the response in Puerto Rico! #TrumpsKatrina ,Fri Sep 29 21:27:46 +0000 2017,17,,,,
Gorka and Icahn are feeling left out. ,Fri Sep 29 21:05:29 +0000 2017,1,,,,
Tom Price has resigned to explore other criminal activities.,Fri Sep 29 20:54:59 +0000 2017,239,,,,
#FineTunedMachine ,Fri Sep 29 20:53:39 +0000 2017,10,,,,
"Keep your head down, @DonaldJTrumpJr! ",Fri Sep 29 20:27:20 +0000 2017,5,,,,
Tomorrow's a 🏌 day. I don't want anyone bothering me about 3.4M people in Puerto Rico or 9M kids losing healthcare! ,Fri Sep 29 19:48:59 +0000 2017,275,,,,
"That time I watched a man almost die at #MarALago &amp; did nothing! 😂 Thanks for sharing, @LaChristie! #FlashbackFriday ",Fri Sep 29 18:50:29 +0000 2017,96,,,,
I'm running a fine-tuned machine! ,Fri Sep 29 17:07:13 +0000 2017,4,,,,
"My Cabinet officials' kids are really looking forward to Take Your Daughter to Work Day, or as we call it Fly a Private Jet Anywhere Day!",Fri Sep 29 17:03:49 +0000 2017,31,,,,
"There's no problem with the size of my hands, believe me. ",Fri Sep 29 17:02:09 +0000 2017,12,,,,
"So much polluting, racial profiling, elder abuse, homophobia and pussy grabbing. Just not much winning. SAD! ",Fri Sep 29 16:36:14 +0000 2017,10,,,,
"I have to prioritize! First Twitter. Then golf. Then, if there's time, Puerto Rico. ",Fri Sep 29 16:33:28 +0000 2017,47,,,,
The ratings would be YUGE! ,Fri Sep 29 15:51:56 +0000 2017,7,,,,
"The White House did not approve Tom Price's flights!

(another $500K in flights uncovered.)

OK, we approved those. ",Fri Sep 29 14:57:28 +0000 2017,14,,,,
I've been very ambitious about stealing as much as possible as quickly as possible! ,Fri Sep 29 13:45:22 +0000 2017,32,,,,
"Healthcare for everyone! A big, beautiful wall! The wealth will trickle down! #LOL ",Fri Sep 29 13:17:11 +0000 2017,42,,,,
Those suckers all dressed up for #TeaParty marches 😂😂! All we ever wanted was deficit-busting tax cuts for the rich! ,Fri Sep 29 04:37:39 +0000 2017,20,,,,
No one puts lipstick on a pig better than me! ,Fri Sep 29 02:30:20 +0000 2017,27,,,,
I'll BIGLY add to the deficit by giving YUGE unfunded tax cuts to the rich. But deficits don't matter cuz I'm white! ,Thu Sep 28 23:27:13 +0000 2017,28,,,,
"Hey @NASCAR, no American should be expected to stand for this! RT to raise awareness. #TakeTheKnee ",Thu Sep 28 22:37:34 +0000 2017,53,,,,
Let's not get carried away. ,Thu Sep 28 22:08:39 +0000 2017,27,,,,
"Me during my awkward bone spurs"" phase. Miraculously"," they cleared up as soon as the Vietnam War ended! #PuberMe """,Thu Sep 28 21:19:16 +0000 2017,444,,,
I think when Gary Cohn says he can't guarantee your taxes won't go up he means you'll be subsidizing his new yacht ,Thu Sep 28 19:29:38 +0000 2017,96,,,,
"Capitalist canines Facebook is unfair to me!*

*Translated from Russian, but not proofread ",Thu Sep 28 18:13:32 +0000 2017,8,,,,
Many people are saying we should replace #GrahamCassidy w/the #SelinaMeyer plan. cc: @BillCassidy @LindseyGrahamSC ,Thu Sep 28 17:49:11 +0000 2017,6,,,,
We can't vote to take away your healthcare because a Senator is in the hospital. A great reminder that we all need health insurance! #LOL,Thu Sep 28 17:40:18 +0000 2017,15,,,,
"Great job, Gary Cohn! No one will know you're lying. All that media training from @KellyannePolls is paying off! ",Thu Sep 28 14:38:50 +0000 2017,24,,,,
It's the biggest hoax since the Chinese invented climate change! #TaxReform #MAGA #LOL ,Thu Sep 28 10:08:18 +0000 2017,35,,,,
"Thank you, @brithume! Jared's use of private email was the kind of rookie mistake any young woman might make! ",Thu Sep 28 05:48:35 +0000 2017,31,,,,
"Many people are saying if she, Nancy &amp; Chuck got together, we could save healthcare, the planet &amp; human rights, too! ",Thu Sep 28 05:23:56 +0000 2017,18,,,,
I only ever read Playboy for the interviews and the masturbating. RIP Hugh Hefner. ,Thu Sep 28 03:50:59 +0000 2017,70,,,,
What are you getting at," hon?"" Chuck Todd """,Thu Sep 28 03:22:51 +0000 2017,9,,,
Now who's sucking his own dick? ,Thu Sep 28 03:17:36 +0000 2017,3,,,,
I used to think the blacks loved me. But my African-American doesn't even show up to rallies anymore  via @CapehartJ,Thu Sep 28 02:59:51 +0000 2017,13,,,,
He's got a YUGE expense account and a MASSIVE carbon footprint! ,Thu Sep 28 00:53:56 +0000 2017,14,,,,
"Many people are saying I don't know where Sue &amp; Dan live. It's somewhere near Ben Ghazi, right? ",Thu Sep 28 00:31:39 +0000 2017,14,,,,
Virtually no President has accomplished what I have accomplished in the first 9 months! Just ask my buddy Macron! ,Wed Sep 27 23:32:31 +0000 2017,7,,,,
The only way to stop a bad toddler with a gun is a good toddler with a gun. ,Wed Sep 27 22:51:48 +0000 2017,72,,,,
"Corporations are people, my friends. If that causes unnecessary death or suffering on Puerto Rico, tough shit. ",Wed Sep 27 21:56:58 +0000 2017,47,,,,
I should at least get credit for naming Mrs. Jared Kushner as a senior advisor ,Wed Sep 27 20:34:16 +0000 2017,22,,,,
Mike Pence just cancelled his one-on-one dinner with Jared Kushner,Wed Sep 27 20:23:34 +0000 2017,311,,,,
My tax plan doesn't help me! I haven't paid taxes since 1973. #smart,Wed Sep 27 20:17:15 +0000 2017,56,,,,
.@amandadecadenet says when you cross your arms &amp; avoid eye contact you're lying. #FAKENEWS!  ,Wed Sep 27 19:40:14 +0000 2017,5,,,,
@John_E_Rock  ,Wed Sep 27 18:30:04 +0000 2017,2,,,,
"... so now you know everything. Unfortunately, I found out later there were cameras everywhere and Putin had recorded everything. (3/3)",Wed Sep 27 18:27:02 +0000 2017,13,,,,
"#ConfessToSomethingStupid One time, I was in this hotel room in Moscow &amp; 2 of the most beautiful hookers you've ever seen showed up... (1/3)",Wed Sep 27 18:25:30 +0000 2017,35,,,,
But emails. ,Wed Sep 27 18:08:23 +0000 2017,15,,,,
The people of Puerto Rico will be pleased to know I have a new plan to relieve the suffering of billionaires and corporations! #TaxReform,Wed Sep 27 17:45:50 +0000 2017,359,,,,
Please stop asking questions about which sweatshops Ivanka is manufacturing her stolen designs in! ,Wed Sep 27 15:04:55 +0000 2017,41,,,,
It was just great to get away from the poors and forget about all the horrible suffering in Puerto Rico for a night! ,Wed Sep 27 05:30:25 +0000 2017,174,,,,
Cuban knows how to be Presidential in a natural disaster! That's why the producers of #Sharknado 3 cast him over me! ,Wed Sep 27 01:07:46 +0000 2017,47,,,,
Don't worry! I'm raising the lowest tax rate to make up the difference! I know you #MAGA voters won't mind! #LOL ,Wed Sep 27 00:22:43 +0000 2017,27,,,,
"Jared and Donald, Jr. only met with 215 shady characters during the election, not #280characters!",Tue Sep 26 23:00:19 +0000 2017,38,,,,
Rubles for rubes! Putin loves the poorly educated too! ,Tue Sep 26 22:54:04 +0000 2017,19,,,,
I will be going to Puerto Rico on Tuesday now the Governor has assured me I will not be arrested over the $33 million in taxes I owe them.,Tue Sep 26 18:02:28 +0000 2017,381,,,,
Let me eat the most beautiful piece of chocolate cake! ,Tue Sep 26 17:42:27 +0000 2017,66,,,,
"Thank you Jeff Sessions! White provocateurs must have their rights protected while sons of bitches"" should be fire… """,Tue Sep 26 17:11:50 +0000 2017,16,,,,
Puerto Rico was in terrible shape before the hurricane hit. Unscrupulous bastards have been screwing them for years! ,Tue Sep 26 16:25:13 +0000 2017,37,,,,
It's not about race! ,Tue Sep 26 16:22:46 +0000 2017,66,,,,
Jared assures me this is not the email account he used to send the Facebook targeting demos to the Russians with! ,Tue Sep 26 01:46:59 +0000 2017,24,,,,
Puerto Rico's electrical grid was in terrible shape and much of the island was destroyed! Then I got bored &amp; forgot to do anything about it.,Tue Sep 26 01:21:24 +0000 2017,36,,,,
We must REPEAL OBAMACARE and REPLACE it with TAX CUTS FOR THE RICH! Steve Mnuchin and Gary Cohn will quit otherwise! #HealthCareDebate,Tue Sep 26 01:18:27 +0000 2017,26,,,,
Jeff Sessions just told me I'm not allowed to fire that son of a bitch Jerry Jones. SAD!,Tue Sep 26 00:46:47 +0000 2017,67,,,,
"Many people are saying when you've lost Jerry Jones, you're not just mega-fucked, you're #MAGA-fucked #TakeTheKnee ",Tue Sep 26 00:33:21 +0000 2017,230,,,,
Many people are saying the Koch Brothers are just as smart as Putin! #votersuppression ,Tue Sep 26 00:23:55 +0000 2017,15,,,,
"CNN is #FAKENEWS! If they're telling you I'm not a racist, you can be sure I'm a YUGE racist! Bigger than my Dad! ",Mon Sep 25 21:56:18 +0000 2017,41,,,,
It's #BannedBooksWeek! Mike Pence is particularly excited as he's put himself in charge of banning all the gay ones! ,Mon Sep 25 21:38:57 +0000 2017,11,,,,
Senator (Doctor) @BillCassidy is a class act! It's just that poors who need healthcare bore the shit out of him! ,Mon Sep 25 19:55:04 +0000 2017,16,,,,
Important meetings taking place. YUGE tax cuts for the rich coming as soon as we eject these pesky protesters! #MAGA ,Mon Sep 25 19:48:26 +0000 2017,119,,,,
LOCK IVANKA UP! #LockHerUp ,Mon Sep 25 19:39:50 +0000 2017,53,,,,
"NFL must respect our Country, Flag &amp; National Anthem — or steal an election for me, then they can do what they want! ",Mon Sep 25 17:35:15 +0000 2017,17,,,,
"I know the feeling! Amid TV ratings and attendance drop, NASCAR tries to stay relevant ",Mon Sep 25 17:02:41 +0000 2017,7,,,,
Jared and Ivanka are high-quality people who are always totally transparent in their criminal activities! ,Mon Sep 25 16:53:14 +0000 2017,19,,,,
Get that son of a bitch off the stage right now. Out! He’s fired. ,Mon Sep 25 16:18:51 +0000 2017,258,,,,
Some days I can't tell the difference between a Hashtag War and a real one! ,Mon Sep 25 16:16:50 +0000 2017,6,,,,
"Bob Costas says patriotism comes in many forms."" ",,,,,,
,,,,,,
WRONG. It comes only in Original," Confederate and Nazi! """,Mon Sep 25 15:40:30 +0000 2017,24,,,
Many people are saying that Anthony Weiner's sex scandal helped me win the Presidency! ,Mon Sep 25 15:37:13 +0000 2017,9,,,,
WE MUST RESPECT THE NASCAR-CONFEDERATE FLAG AT ALL TIMES! MAYBE THEY'LL EVEN LET US FLY THE STARS &amp; STRIPES ONE DAY! ,Mon Sep 25 15:03:27 +0000 2017,56,,,,
My focus on anthem protests that began under Obama is not about race--any more than ignoring 3.5 Million being without power in Puerto Rico!,Mon Sep 25 13:21:04 +0000 2017,27,,,,
Many people are saying if you want a picture of the future," imagine a boot stamping on a human face—for ever."" Sounds amazing! #MAGA""",Mon Sep 25 13:09:22 +0000 2017,5,,,
So proud of NASCAR and its fans. They won't put up with disrespecting our Country or our Flag - except with Confederate Flags and Swastikas!,Mon Sep 25 12:46:52 +0000 2017,134,,,,
"The issue of kneeling has nothing to do with race. As I asked a white crowd in Alabama are people like yourselves” angry at ""those people”?""",Mon Sep 25 12:33:04 +0000 2017,86,,,,
My son-in-law is a high quality person and I applaud his transparency in making sure everything he does is illegal ,Mon Sep 25 05:13:59 +0000 2017,114,,,,
"Only a #dotard would sign Graham-Cassidy if it did not include coverage of pre-existing conditions. So if it passes, I'll sign it!",Mon Sep 25 00:36:53 +0000 2017,6,,,,
"Sorry, Puerto Rico! I guess you're not clickbaity enough to warrant a single question! #HelpPuertoRico #FFS ",Mon Sep 25 00:28:26 +0000 2017,19,,,,
"Except for that one time I asked a white crowd in Alabama if “people like yourselves” were angry at those people” """,Mon Sep 25 00:23:57 +0000 2017,47,,,,
"Thanks, @WalshFreedom! Plz send links to when you criticized white"" multi-millionaires in case this comes up again! """,Sun Sep 24 22:31:35 +0000 2017,10,,,,
"Sorry, but this Kaepernick thing has been blowing up my mentions. ",Sun Sep 24 22:22:51 +0000 2017,12,,,,
@tampagirl19655 @richardhine @HamillHimself Jeez Louise can we just focus on the bigger picture here?,Sun Sep 24 22:16:04 +0000 2017,0,,,,
And thank you Jesus for curing my Bone Spurs as soon as Vietnam War ended so I can trash our freedoms! #miracles ,Sun Sep 24 22:14:35 +0000 2017,64,,,,
@Hairbrainiac @HamillHimself Never while tweeting though.,Sun Sep 24 22:06:37 +0000 2017,0,,,,
Not all heroes wear capes. ,Sun Sep 24 21:58:30 +0000 2017,135,,,,
"Oops. I've been so busy tweeting about those sons of bitches in the NFL, I forgot to send supplies to Puerto Rico. ",Sun Sep 24 17:27:23 +0000 2017,187,,,,
"It's not just LeBron who's saying U bum""! Even my good friend Rex Ryan is pissed off! #uBUM """,Sun Sep 24 16:57:31 +0000 2017,24,,,,
.@BillCassidy &amp; @LindseyGrahamSC have been lying to me! I owe an apology to @JimmyKimmel! Please RT! #GrahamCassidy ,Sun Sep 24 16:50:33 +0000 2017,10,,,,
Don't #TakeTheKnee! We must all respect the flag or V. Putin will get very upset! ,Sun Sep 24 15:46:24 +0000 2017,13,,,,
"Thank you, Steve! My promise to raise taxes on the rich was not a promise, it was a way to con the poorly educated! ",Sun Sep 24 15:04:44 +0000 2017,102,,,,
"Today's schedule:
- Golf
- Boycott NFL
- Threaten nuclear war
- Lunch
- Watch NFL
- Read healthcare bill (kidding!)
- Ice cream (2 scoops)",Sun Sep 24 13:07:32 +0000 2017,931,,,,
People should stop watching football and go to Ivanka's website where there's a great sale on shoes! Thank you.,Sun Sep 24 13:00:36 +0000 2017,64,,,,
Thank you @WalshFreedom for your deep understanding of the struggles of ungrateful white billionaires! ,Sun Sep 24 05:10:17 +0000 2017,35,,,,
I don't know how anyone in the country sleeps at night. I. HAVE. THE. NUCLEAR. CODES. ,Sun Sep 24 04:02:31 +0000 2017,109,,,,
I've started a movement! #TakeAKnee #TakeAKneeMLB #TakeAKneeNFL ,Sun Sep 24 02:26:22 +0000 2017,22,,,,
When you wake up thinking you're Alabama but then Steph &amp; LeBron and the entire NFL remind you you're still Vandy ,Sun Sep 24 00:37:12 +0000 2017,20,,,,
Enjoy your time promoting equality," diversity and inclusion!"" More time for my team of white guys to suck up to me! """,Sat Sep 23 22:51:03 +0000 2017,10,,,
ANY DOTARD WHO HAS TO BE REMINDED TO PUT THEIR HAND OVER THEIR HEART DURING THE NATIONAL ANTHEM SHOULD BE FIRED! ,Sat Sep 23 20:34:14 +0000 2017,1383,,,,
"OK, but apart from voting rights, equal protection of the laws and the right to protest... WHAT HAVE YOU GOT TO LOSE?",Sat Sep 23 16:32:29 +0000 2017,33,,,,
Who u calling a bum? ,Sat Sep 23 16:12:52 +0000 2017,45,,,,
Many people are saying there's no greater disrespect to the American flag than marching through town carrying a Swastika #TakeAKnee,Sat Sep 23 13:23:44 +0000 2017,605,,,,
"John McCain had let his good friend L.G. down, which is a shame, because fuck the nation's healthcare, I just want L.G. to be happy!",Sat Sep 23 13:19:44 +0000 2017,10,,,,
"Today's definitions:
Nazis: Good people!
Russian hackers: Nice friends to have!
Mass shooters: Pass.
Anthem protesters: Sons of bitches!",Sat Sep 23 04:48:37 +0000 2017,420,,,,
McCain's legacy will be as the war hero who saved Obamacare. But I'll be known as the guy who got 5 deferments &amp; resurrected the Nazi Party!,Sat Sep 23 04:43:23 +0000 2017,69,,,,
"I say it a lot in private, though. ",Sat Sep 23 04:40:47 +0000 2017,14,,,,
The #DotardTrump hashtag is VERY UNFAIR! How am I supposed to recognize Melania if she doesn't wear her FLOTUS hat? ,Fri Sep 22 19:11:48 +0000 2017,114,,,,
Fox News says the #TrumpSlump is killing U.S. tourism! Do what I do--rent golf carts to the Secret Service! #smart ,Fri Sep 22 18:47:15 +0000 2017,88,,,,
"@brianstelter Stop trying to divert blame from CNN, #LyingBrian! ",Fri Sep 22 18:22:18 +0000 2017,13,,,,
"Today's decision by Betsy DeVos is a YUGE victory for rapists, pussy grabbers and serial sexual predators! #winning ",Fri Sep 22 18:15:48 +0000 2017,76,,,,
If it wasn't for the dishonest media coverage of CROOKED HILLARY I might have finished in first place! #DotardTrump ,Fri Sep 22 18:10:17 +0000 2017,5,,,,
I blame Jimmy Kimmel! #GrahamCassidy ,Fri Sep 22 17:57:10 +0000 2017,14,,,,
"The Russia hoax continues, now it's ads on Facebook! What about the biased Media coverage that helped sink Hillary? ",Fri Sep 22 17:54:16 +0000 2017,27,,,,
I've got #binders full of willies. ,Fri Sep 22 04:26:21 +0000 2017,51,,,,
@Chilis am I really a #dotard?,Fri Sep 22 04:07:02 +0000 2017,3,,,,
Are you calling Melania a snowflake while giving me a pass for celebrating violence against Hillary? ,Fri Sep 22 03:59:52 +0000 2017,65,,,,
I hire the best people! Just kidding. I'm trying to destroy America from within. #PutinSentMe ,Fri Sep 22 02:34:11 +0000 2017,53,,,,
@nbcsnl @Chris_Meloni,Fri Sep 22 02:10:39 +0000 2017,3,,,,
I'm such a #dotard! ,Fri Sep 22 01:57:49 +0000 2017,35,,,,
Only a #dotard would sign Graham-Cassidy if it did not include coverage of pre-existing conditions. It does! A great Bill. Repeal &amp; Replace,Fri Sep 22 01:49:39 +0000 2017,13,,,,
America is becoming a laughing-stock! #dotard,Fri Sep 22 01:06:31 +0000 2017,22,,,,
"32 MILLION to lose coverage under #GrahamCassidy, but I get a YUGE tax break, so it's a great Bill. Repeal &amp; Replace! #MAGA #LOL",Thu Sep 21 22:45:07 +0000 2017,30,,,,
"Erdogan's goons are punching my fellow New Yorkers in the face, but I'm sure both sides were to blame #manysides ",Thu Sep 21 21:10:02 +0000 2017,101,,,,
Who knew lying about healthcare could be so complicated! ,Thu Sep 21 19:47:00 +0000 2017,59,,,,
"Definitely planning on going to Puerto Rico, believe me. Probably next week. Please don't ask me again, though. ",Thu Sep 21 19:36:46 +0000 2017,14,,,,
This would be funny if it wasn't so... what's the word? SAD! ,Thu Sep 21 18:17:58 +0000 2017,6,,,,
"First, we poison your water. Then we take away your healthcare. Then we give YUGE tax breaks to the rich! #winning ",Thu Sep 21 18:04:31 +0000 2017,145,,,,
It's going to take a #PeaceExplosion to stop me!  #PeaceDay,Thu Sep 21 14:18:11 +0000 2017,2,,,,
Senator (Doctor) @BillCassidy is a class act! Totally willing to screw over people w/pre-existing conditions so the rich can have tax cuts!,Thu Sep 21 03:52:12 +0000 2017,141,,,,
"Who r u gonna trust--me, @BillCassidy and Lindsey Graham or Jimmy freakin' Kimmel? Listen to @neeratanden &amp; decide! ",Thu Sep 21 02:56:34 +0000 2017,12,,,,
Maybe I wouldn't sign Graham-Cassidy if I knew what was in it. But I love Billy Graham and David Cassidy was great in The Partridge Family!,Thu Sep 21 02:44:31 +0000 2017,127,,,,
I have no deals with Russia! Except the one to fix the election. ,Thu Sep 21 01:43:11 +0000 2017,25,,,,
"Thank you, @SheriffClarke, for your unfailing stupidity! Treason should never be politicized! It's all Obama's faul… ",Wed Sep 20 23:50:14 +0000 2017,42,,,,
"Despite what my wife Melania Trump said today, please do not hit golf balls at me or call me a rapist."" Thank you. """,Wed Sep 20 20:16:51 +0000 2017,246,,,,
Thank you @foxandfriends! You always take my mind off the horrors &amp; complications of the world. WHAT IS OBAMA DOING? ,Wed Sep 20 13:17:33 +0000 2017,18,,,,
"Big admirer of your work, @BillCassidy! ",Wed Sep 20 03:20:10 +0000 2017,18,,,,
"Big speech at the UN today! I'm totally focused on #NoKo. Really studying Iran deal, too, believe me. But did you see those #Emmys ratings?",Wed Sep 20 03:13:02 +0000 2017,16,,,,
Obama makes the best deals. I just fuck them up. ,Wed Sep 20 01:51:11 +0000 2017,82,,,,
FAKE NEWS! ,Wed Sep 20 00:41:45 +0000 2017,5,,,,
"Thank you, @GOP! I'll pardon you all later! #TrumpRussia ",Tue Sep 19 23:48:48 +0000 2017,36,,,,
#TrumpsUNSpeechTheMovie How to Lose Friends and Maybe Nuke a Few People,Tue Sep 19 18:44:07 +0000 2017,69,,,,
The speech is fake. The reactions are real! #UNGA ,Tue Sep 19 18:02:34 +0000 2017,58,,,,
"The🇺🇸has great strength &amp; patience, but if I am forced to, I will tweet some very mean GIFs mocking Kim Jong-un's haircut. Believe it, #NoKo",Tue Sep 19 17:47:59 +0000 2017,23,,,,
I'm not saying I'm pulling out of the #IranDeal. I'm just saying I have a few unsold condos in Trump World Tower--very convenient to the UN!,Tue Sep 19 16:31:02 +0000 2017,16,,,,
"Three tweets and you're out, people! #TrumpDoctrine #UNGA ",Tue Sep 19 15:46:58 +0000 2017,2,,,,
I'm still very insecure about my penis #RocketMan #UNGA ,Tue Sep 19 15:41:16 +0000 2017,23,,,,
#RocketMan is on a suicide mission. If necessary I will send in B-B-B-Bennie and the Jets! #UNGA,Tue Sep 19 15:00:37 +0000 2017,331,,,,
I am calling for a restoration of democracy in Venezuela instead of the gerrymandering and voter suppression we have here in America! #UNGA,Tue Sep 19 14:54:59 +0000 2017,40,,,,
We will stand together for #peace &amp; #justice &amp; #humanity. Except on Twitter where I'll be posting violent misogynistic memes all week. #UNGA,Tue Sep 19 14:46:29 +0000 2017,26,,,,
My Administration believes it is in America's interest to turn the world into a fiery hellhole &amp; call it the Rapture ,Tue Sep 19 13:58:31 +0000 2017,57,,,,
Plot twist: By repealing Obamacare I will fulfill @SarahPalinUSA's vision for Obamacare! #GrahamCassidyِ ,Tue Sep 19 06:14:59 +0000 2017,17,,,,
"Donald Trump, Jr. just needs some privacy! Or what used to be called going on the lam.""""",Tue Sep 19 06:03:57 +0000 2017,25,,,,
"For every 10 jobs we lose in retail, my plan creates a new one in a coal mine with no safety regulations! #MAGA #LOL ",Tue Sep 19 04:31:49 +0000 2017,38,,,,
"Russia, if you're listening, that pee-pee tape would be a welcome distraction right now. ",Tue Sep 19 04:26:58 +0000 2017,53,,,,
Ain't that the pravda! ,Tue Sep 19 02:35:48 +0000 2017,18,,,,
All I ever discussed with Paul Manafort was adoptions!,Tue Sep 19 01:27:50 +0000 2017,33,,,,
Paul Manafort is a high-quality individual! Can I pardon him yet? ,Tue Sep 19 00:52:09 +0000 2017,16,,,,
Buying a car is complicated! ,Mon Sep 18 20:35:34 +0000 2017,5,,,,
"On a happier note, my bone spurs cleared up miraculously as soon as the Vietnam War ended! #GrahamCassidy ",Mon Sep 18 17:49:51 +0000 2017,56,,,,
"This is the kind of retweet you'd expect from a real President. But these days, a parody account will have to do. ",Mon Sep 18 16:09:59 +0000 2017,8,,,,
Today I welcome the world to Trump World Tower! Apartments are still available--conveniently located opposite the United Nations! #UNGA,Mon Sep 18 15:54:45 +0000 2017,19,,,,
"Many people are saying #TrumpsAWhiteSupremacist. But don't forget I'm a conman, serial sexual predator &amp; international money launderer, too!",Mon Sep 18 15:23:26 +0000 2017,2954,,,,
Congress and I are finally getting something done! Less healthcare for the poors = more 💰 for the rich! #MAGA #LOL ,Mon Sep 18 04:31:26 +0000 2017,49,,,,
"Although I'm still charging government officials the full rack rate when they come visiting! Thanks, taxpayers! 💰💰💰 ",Mon Sep 18 04:11:09 +0000 2017,31,,,,
"Mike Pence was very excited to hear The Handmaid's Tale won at the #Emmys until I told him it wasn't a documentary. Also, #DCPublicSchools",Mon Sep 18 03:31:43 +0000 2017,77,,,,
He just asked if he can go and live with Alec Baldwin. #Emmys #DCPublicSchools ,Mon Sep 18 02:28:08 +0000 2017,32,,,,
Jane Fonda &amp; Lily Tomlin must have wiretapps in the White House! Melania said the same thing to me last night #Emmys ,Mon Sep 18 01:47:42 +0000 2017,56,,,,
Sean Spicer is #FAKENEWS! #Emmys ,Mon Sep 18 01:34:04 +0000 2017,6,,,,
Thank you to the seven attendees who came to the #MOAR rally meet-up in New York! YUGE! ,Sun Sep 17 22:28:25 +0000 2017,328,,,,
When you're a star they let you do it. As long as you're white. ,Sun Sep 17 21:42:25 +0000 2017,157,,,,
I know the answer to this: I'd be on my Trump TV channel calling for her impeachment! ,Sun Sep 17 21:32:30 +0000 2017,23,,,,
"Then again, try sitting through a Scott Pruitt lecture on #climatechange, or Jeff Sessions KKK-splaining #racism. ",Sun Sep 17 21:18:24 +0000 2017,21,,,,
"I can't get over the fact I lost the popular vote to a girl. If that makes me sad, then SAD! ",Sun Sep 17 18:51:14 +0000 2017,21,,,,
"Thank you, @DylanByers! Hillary must STFU so Bernie's and my complaints about the media can be fully heard! ",Sun Sep 17 17:55:00 +0000 2017,5,,,,
I've asked Melania to always wear her FLOTUS hat so I can remember who she is. ,Sun Sep 17 17:27:34 +0000 2017,170,,,,
UN #SocialGood discussion on #climatechange is FAKE NEWS! The Bible has all the science you need! Do not WATCH LIVE: ,Sun Sep 17 16:22:12 +0000 2017,3,,,,
